Project Name,Package Name,Architecture Smell,Cause of the Smell
1.5.1,org.apache.batik.gvt.text,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ArabicTextHandler; BidiAttributedCharacterIterator; GlyphLayout; GVTAttributedCharacterIterator; TextAttribute; LineInfo; MarginInfo; RegionInfo; TextHit; TextPath; TextSpanLayout; ConcreteTextLayoutFactory; TextLayoutFactory; GlyphIterator; GVTACIImpl; TransformAttributeFilter]; [AttributedCharacterSpanIterator]; [ConcreteTextSelector; Mark]; [AttributeFilter]; [TextPaintInfo]. LCC (Lack of Component Cohesion) = 0.24
1.5.1,org.apache.batik.parser,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 51
1.5.1,org.apache.batik.parser,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.util.io; org.apache.batik.ext.awt.geom; org.apache.batik.xml
1.5.1,org.apache.batik.script,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Interpreter; InterpreterPool; InterpreterFactory]; [InterpreterException]; [ScriptHandler; Window; GetURLHandler]. LCC (Lack of Component Cohesion) = 0.43
1.5.1,org.apache.batik.svggen,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 135
1.5.1,org.apache.batik.svggen.font.table,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 67
1.5.1,org.apache.batik.swing.gvt,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.gvt.renderer
1.5.1,org.apache.batik.swing,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 40
1.5.1,org.apache.batik.swing,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.bridge
1.5.1,org.apache.batik.swing.svg,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 52
1.5.1,org.apache.batik.swing.svg,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.bridge
1.5.1,org.apache.batik.swing.svg,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GVTTreeBuilder; GVTTreeBuilderEvent; GVTTreeBuilderListener; JSVGComponent; JSVGComponentListener; SVGListener; MouseDraggedRunnable; MouseMovedRunnable; BridgeUserAgentWrapper; Query; BridgeUserAgent; LinkActivationEvent; LinkActivationListener; Messages; SVGDocumentLoader; SVGDocumentLoaderEvent; SVGDocumentLoaderListener; SVGLoadEventDispatcher; SVGLoadEventDispatcherEvent; SVGLoadEventDispatcherListener; SVGUpdateOverlay; SVGUserAgent; SVGUserAgentAdapter; SVGUserAgentGUIAdapter; GVTTreeBuilderAdapter; SVGDocumentLoaderAdapter; SVGLoadEventDispatcherAdapter]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [Query]; [SVGFileFilter]. LCC (Lack of Component Cohesion) = 0.5
1.5.1,org.apache.batik.transcoder,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.bridge; org.apache.batik.dom.svg
1.5.1,org.apache.batik.transcoder.image,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.test.svg
1.5.1,org.apache.batik.transcoder.keys,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BooleanKey]; [DOMImplementationKey]; [FloatKey]; [IntegerKey]; [LengthKey]; [PaintKey]; [Rectangle2DKey]; [StringKey]. LCC (Lack of Component Cohesion) = 1.0
1.5.1,org.apache.batik.transcoder.svg2svg,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [OutputManager; NameInfo; AttributeInfo; PrettyPrinter; SVGTranscoder; NewlineValue; DoctypeValue]; [NewlineKey]; [DoctypeKey]. LCC (Lack of Component Cohesion) = 0.33
1.5.1,org.apache.batik.util,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 56
1.5.1,org.apache.batik.util,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.test
1.5.1,org.apache.batik.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractParsedURLProtocolHandler; ParsedURLDataProtocolHandler; DataParsedURLData; ParsedURLDefaultProtocolHandler; ParsedURLJarProtocolHandler; ParsedURLProtocolHandler; Base64DecodeStream; Base64Test; StreamCopier; TestMessages; Base64EncoderStream; ParsedURL; ParsedURLData; Service; ParsedURLDataTest; ParsedURLTest]; [ApplicationSecurityEnforcer; BatikSecurityManager; Messages; ApplicationSecurityEnforcerTest; CheckNoSecurityManagerOverride; CheckSecurityEnforcement; CheckSecurityRemoval; CheckNoPolicyFile]; [ClassFileUtilities]; [CleanerThread; ReferenceCleared; SoftReferenceCleared; WeakReferenceCleared; PhantomReferenceCleared; SoftReferenceCache; SoftRefKey]; [CSSConstants; SVGConstants]; [DoublyLinkedList; Node; RunnableQueue; RunnableQueueState; RunHandler; Link; LockableLink; RunnableQueueTest; SwitchFlicker; TPRable; RQRable; ThreadPounder; SyncThread]; [EncodingUtilities]; [EventDispatcher; Dispatcher]; [MimeTypeConstants]; [PreferenceManager]; [SoftDoublyIndexedTable; Entry]; [XMLConstants]; [XMLResourceDescriptor]. LCC (Lack of Component Cohesion) = 0.23
1.5.1,org.apache.batik.util.gui,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 57
1.5.1,org.apache.batik.util.gui,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CSSMediaPanel; AddButtonAction; RemoveButtonAction; ClearButtonAction; MediaListSelectionListener; MediaListDataListener; AddMediumDialog; OKButtonAction; CancelButtonAction; Dialog; ExtendedGridBagConstraints; JErrorPane; ShowDetailButtonAction; LanguageDialog; Panel; AddLanguageButtonAction; RemoveLanguageButtonAction; UpLanguageButtonAction; DownLanguageButtonAction; ClearLanguageButtonAction; LanguageListSelectionListener; UserListSelectionListener; IconAndTextCellRenderer; MemoryMonitor; CollectButtonAction; Panel; Usage; History; MemoryChangeListener; RepaintThread; URIChooser; DocumentAdapter; BrowseButtonAction; UserStyleDialog; OKButtonAction; Panel; FileCheckBoxChangeListener; FileBrowseButtonAction; DOMViewer; CloseButtonAction; Panel; DOMTreeSelectionListener; NodeRenderer; NodeAttributesModel; NodeCSSValuesModel; NodeInfo]; [OKButtonAction]; [CancelButtonAction]; [OKButtonAction]; [OKButtonAction]; [CancelButtonAction]; [LocationBar]; [CloseButtonAction]; [OKButtonAction]; [CancelButtonAction]; [ClearButtonAction]; [CancelButtonAction]. LCC (Lack of Component Cohesion) = 0.21
1.5.1,org.apache.batik.xml,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.batik.util.io
1.5.1,org.w3c.dom.svg,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 161
1.5.1,org.apache.batik.test,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 32
1.5.1,org.apache.batik.test.svg,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 37
